,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
126,@CBS,Wed Mar 07 18:39:10 +0000 2018,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",-0.2023,0.15,0.619,0.23,27
127,@CBS,Wed Mar 07 17:06:02 +0000 2018,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,1.0,0.0,28
128,@CBS,Tue Mar 06 18:10:59 +0000 2018,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.756,0.0,29
129,@CBS,Mon Mar 05 22:16:43 +0000 2018,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.833,0.0,30
130,@CBS,Sun Mar 04 08:05:26 +0000 2018,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.884,0.0,31
131,@CBS,Sat Mar 03 20:55:20 +0000 2018,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,1.0,0.0,32
132,@CBS,Fri Mar 02 22:30:01 +0000 2018,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.7096,0.247,0.753,0.0,33
133,@CBS,Fri Mar 02 20:30:01 +0000 2018,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.718,0.0,34
134,@CBS,Fri Mar 02 18:45:00 +0000 2018,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.849,0.0,35
135,@CBS,Thu Mar 01 18:59:01 +0000 2018,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.79,0.21,36
136,@CBS,Thu Mar 01 18:12:57 +0000 2018,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.749,0.092,37
137,@CBS,Thu Mar 01 18:11:50 +0000 2018,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.462,0.0,38
138,@CBS,Thu Mar 01 18:10:50 +0000 2018,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.615,0.151,39
139,@CBS,Thu Mar 01 14:36:21 +0000 2018,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.822,0.0,40
140,@CBS,Thu Mar 01 14:29:20 +0000 2018,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.675,0.0,41
141,@CBS,Thu Mar 01 14:15:29 +0000 2018,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.725,0.0,42
142,@CBS,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0,43
143,@CBS,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0,44
144,@CBS,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0,45
145,@CBS,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.884,0.0,46
146,@CBS,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.848,0.0,47
147,@CBS,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0,48
148,@CBS,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0,49
149,@CBS,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",0.4482,0.105,0.895,0.0,50
150,@CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0,51
151,@CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,0.9359,0.429,0.571,0.0,52
152,@CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184,53
153,@CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0,54
154,@CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0,55
155,@CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0,56
156,@CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0,57
157,@CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0,58
158,@CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,0.5093,0.155,0.845,0.0,59
159,@CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0,60
160,@CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0,61
161,@CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0,62
162,@CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0,63
163,@CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119,64
164,@CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0,65
165,@CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0,66
166,@CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0,67
167,@CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0,68
168,@CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0,69
169,@CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0,70
170,@CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0,71
171,@CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0,72
172,@CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0,73
173,@CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0,74
174,@CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186,75
175,@CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.934,0.0,76
176,@CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.536,0.152,77
177,@CBS,Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,1.0,0.0,78
178,@CBS,Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.773,0.106,79
179,@CBS,Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,1.0,0.0,80
180,@CBS,Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.882,0.0,81
181,@CBS,Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,1.0,0.0,82
182,@CBS,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.662,0.0,83
183,@CBS,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ?@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.925,0.075,84
184,@CBS,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.856,0.0,85
185,@CBS,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.876,0.0,86
186,@CBS,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.834,0.0,87
187,@CBS,Thu Feb 01 22:04:41 +0000 2018,? @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,1.0,0.0,88
188,@CBS,Thu Feb 01 20:09:49 +0000 2018,"? @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,1.0,0.0,89
189,@CBS,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.912,0.0,90
190,@CBS,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! ? It’s finally time to meet the castaways of #Survivor: Ghost Island ? https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.135,0.75,0.115,91
191,@CBS,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.188,0.812,0.0,92
192,@CBS,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.126,0.779,0.095,93
193,@CBS,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.179,0.569,0.252,94
194,@CBS,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.0,0.744,0.256,95
195,@CBS,Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",0.4939,0.256,0.625,0.119,96
196,@CBS,Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.5093,0.19,0.81,0.0,97
197,@CBS,Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,0.8261,0.434,0.566,0.0,98
198,@CBS,Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,0.8309,0.414,0.586,0.0,99
199,@CBS,Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,0.6588,0.386,0.614,0.0,100
200,@CNN,Tue Mar 20 08:44:25 +0000 2018,US President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocu… https://t.co/oOwF0OTrNm,0.25,0.105,0.895,0.0,1
201,@CNN,Tue Mar 20 08:31:41 +0000 2018,This village in China is a modern-day shrine to President Xi Jinping. CNN paid a visit and were followed by securit… https://t.co/CFX3QycJcJ,0.0,0.0,1.0,0.0,2
202,@CNN,Tue Mar 20 08:19:01 +0000 2018,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/oD9PrLELgu",-0.8979,0.0,0.602,0.398,3
203,@CNN,Tue Mar 20 08:07:55 +0000 2018,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/FOkdT3e1Y7,0.0,0.0,1.0,0.0,4
204,@CNN,Tue Mar 20 08:01:01 +0000 2018,"Neanderthals, Denisovans and our ancestors were mixing and mingling a long time ago -- and some of our genetics can… https://t.co/VkXGPKzK9N",0.0,0.0,1.0,0.0,5
205,@CNN,Tue Mar 20 07:53:09 +0000 2018,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/EjcHYYvul9",-0.7269,0.0,0.724,0.276,6
206,@CNN,Tue Mar 20 07:42:06 +0000 2018,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/2N2l7AoNZ7",0.34,0.118,0.882,0.0,7
207,@CNN,Tue Mar 20 07:31:09 +0000 2018,Patients who visit emergency rooms are getting hit with sky-high bills. Spending on an ER visit in the US rose to $… https://t.co/1TvD7xi3ZD,-0.3818,0.0,0.894,0.106,8
208,@CNN,Tue Mar 20 07:17:12 +0000 2018,"How a designer got his scarf into ""Black Panther"" https://t.co/PZFJ6EQBGX https://t.co/5afeV6hll3",0.0,0.0,1.0,0.0,9
209,@CNN,Tue Mar 20 07:01:03 +0000 2018,This single mother and her four children were living out of their car. Then a cop decided he had to do something.… https://t.co/OHbvJtH2mU,0.0,0.0,1.0,0.0,10
210,@CNN,Tue Mar 20 06:57:03 +0000 2018,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/XhKwzBWxnI,0.0,0.0,1.0,0.0,11
211,@CNN,Tue Mar 20 06:44:27 +0000 2018,Correction: This story has been updated to clarify that Sudan was a northern white rhino. https://t.co/sxb8eAeKcT https://t.co/3IAFpojlJK,0.0,0.0,1.0,0.0,12
212,@CNN,Tue Mar 20 06:33:32 +0000 2018,The world's last male white rhino has died leaving only two females left to save the species from extinction.… https://t.co/mN92F0nLwL,-0.1027,0.129,0.726,0.145,13
213,@CNN,Tue Mar 20 06:31:07 +0000 2018,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/RsYz8zDVX4 https://t.co/eAW7TRsPyD,0.25,0.308,0.481,0.212,14
214,@CNN,Tue Mar 20 06:10:42 +0000 2018,"Amnesty International has accused the Nigerian army of failing to act on ""advance warnings"" given a few hours befor… https://t.co/OzUer6y6xw",-0.7717,0.0,0.675,0.325,15
215,@CNN,Tue Mar 20 06:06:33 +0000 2018,"Undercover British television report is ""edited and scripted to grossly misrepresent the nature of those conversati… https://t.co/DQbCb3eF1W",-0.2263,0.0,0.894,0.106,16
216,@CNN,Tue Mar 20 06:01:04 +0000 2018,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/atpoLD928t,0.25,0.111,0.889,0.0,17
217,@CNN,Tue Mar 20 05:50:55 +0000 2018,"A military band plays out the delegates in the Great Hall of the People, ending the 13th National People's Congress… https://t.co/kpJXcbpoep",0.7269,0.253,0.747,0.0,18
218,@CNN,Tue Mar 20 05:31:05 +0000 2018,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/6s4nc2UgOs,0.0,0.0,1.0,0.0,19
219,@CNN,Tue Mar 20 05:26:27 +0000 2018,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/MbjE8JbxyM",-0.8979,0.0,0.602,0.398,20
220,@CNN,Tue Mar 20 05:21:27 +0000 2018,"""Trump is Nixon on steroids and stilts.""

John Dean, who served as White House counsel for President Richard Nixon… https://t.co/BwMCukpgiN",0.0,0.0,1.0,0.0,21
221,@CNN,Tue Mar 20 05:10:16 +0000 2018,"Six months after Hurricane Maria devastated Puerto Rico, the news is the return of normalcy for some. But the road… https://t.co/EqmCCIZ98P",-0.6124,0.0,0.833,0.167,22
222,@CNN,Tue Mar 20 05:01:04 +0000 2018,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/YhVnkog7mu https://t.co/RdQyhgYJMW",-0.1689,0.0,0.906,0.094,23
223,@CNN,Tue Mar 20 04:57:54 +0000 2018,"(Correction) Ballerina Misty Copeland made history in 2015, becoming the 1st female African American principal danc… https://t.co/KX0wCvTVZ6",0.0,0.0,1.0,0.0,24
224,@CNN,Tue Mar 20 04:46:04 +0000 2018,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/DdqhcY78x9",-0.7269,0.0,0.724,0.276,25
225,@CNN,Tue Mar 20 04:31:05 +0000 2018,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/6dOW9LLZfx,0.0,0.0,1.0,0.0,26
226,@CNN,Tue Mar 20 04:21:24 +0000 2018,"Speaking at the closure of the 13th National People's Congress, Chinese President Xi Jinping delivered a confident,… https://t.co/OxfcUDYKkw",0.0,0.0,1.0,0.0,27
227,@CNN,Tue Mar 20 04:16:42 +0000 2018,"""President Trump is acting guilty as hell going after Mueller,"" says Democratic Sen. Chris Van Hollen… https://t.co/beD34Po0QU",-0.8126,0.0,0.67,0.33,28
228,@CNN,Tue Mar 20 04:14:25 +0000 2018,The studio co-founded by disgraced movie mogul Harvey Weinstein has been crippled by the sexual harassment and assa… https://t.co/gKN3STMjVu,-0.7579,0.0,0.723,0.277,29
229,@CNN,Tue Mar 20 04:09:57 +0000 2018,This village in China is a modern-day shrine to President Xi Jinping. CNN paid a visit and were followed by securit… https://t.co/A1HvaNuj8B,0.0,0.0,1.0,0.0,30
230,@CNN,Tue Mar 20 04:01:03 +0000 2018,A 9-year-old boy retrieved a gun from his parents' bedroom and shot his 13-year-old sister to death after the two g… https://t.co/1CXndSSZuE,-0.743,0.0,0.741,0.259,31
231,@CNN,Tue Mar 20 03:59:53 +0000 2018,"Ballerina Misty Copeland made history in 2015, becoming the first principal dancer for American Ballet Theatre. We’… https://t.co/kuuodA3nas",0.0,0.0,1.0,0.0,32
232,@CNN,Tue Mar 20 03:31:02 +0000 2018,Mississippi Gov. Phil Bryant has signed into law a bill that prevents women from getting abortions after 15 weeks o… https://t.co/VILPjdWHhz,0.0772,0.064,0.936,0.0,33
233,@CNN,Tue Mar 20 03:16:07 +0000 2018,"Susan Pompeo, wife of CIA chief Mike Pompeo, has taken on an unusually active role for a CIA spouse in agency affai… https://t.co/kCo2Mh2rkR",0.4576,0.125,0.875,0.0,34
234,@CNN,Tue Mar 20 03:09:18 +0000 2018,Wylie discusses Cambridge Analytica's possible connections to Russia: “I am concerned we made Russia aware of the p… https://t.co/zJnKlQkUQJ,0.0,0.0,1.0,0.0,35
235,@CNN,Tue Mar 20 03:01:06 +0000 2018,"How a designer got his scarf into ""Black Panther"" https://t.co/vIjG20TbWu https://t.co/GDD5ibMslm",0.0,0.0,1.0,0.0,36
236,@CNN,Tue Mar 20 02:56:57 +0000 2018,“Facebook’s only doing something now because I am coming out and speaking out.” Wylie says he is frustrated with th… https://t.co/w9a7vSaOAc,-0.5267,0.0,0.848,0.152,37
237,@CNN,Tue Mar 20 02:46:53 +0000 2018,"Wylie says Cambridge Analytica had tested Trump campaign slogans since 2014: ""I was surprised when I saw the Trump… https://t.co/a8PZRMDTnx",0.2263,0.095,0.905,0.0,38
238,@CNN,Tue Mar 20 02:46:06 +0000 2018,Why Mark Zuckerberg needs to testify before Congress | By Kara Alaimo via @CNNOpinion https://t.co/xdgtqjnNK6 https://t.co/QGVEi85ce1,0.0,0.0,1.0,0.0,39
239,@CNN,Tue Mar 20 02:34:49 +0000 2018,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/uzQAgripRy,0.0,0.0,1.0,0.0,40
240,@CNN,Tue Mar 20 02:31:05 +0000 2018,"A 19-year-old US student who went missing over the weekend has been found dead in Bermuda, authorities there say… https://t.co/ZBGYwmmQQt",-0.7579,0.0,0.723,0.277,41
241,@CNN,Tue Mar 20 02:25:44 +0000 2018,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/4xzHQ2OpOQ,0.0,0.0,1.0,0.0,42
242,@CNN,Tue Mar 20 02:16:04 +0000 2018,"As President Trump's reaction to special counsel Robert Mueller grows more irate by the day, attorneys on both side… https://t.co/PAGvAKksV2",-0.3597,0.108,0.723,0.168,43
243,@CNN,Tue Mar 20 02:06:05 +0000 2018,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/3fNnGF2WTM,0.0,0.0,1.0,0.0,44
244,@CNN,Tue Mar 20 02:01:04 +0000 2018,"A Marjory Stoneman Douglas graduate is making a sculpture to honor the school shooting victims. The names of the ""1… https://t.co/OGSqWoxYD0",0.2263,0.142,0.756,0.102,45
245,@CNN,Tue Mar 20 01:58:57 +0000 2018,"RT @AC360: Republican Rep. Matt Gaetz says Attorney General Jeff Sessions would be ""right to renounce his recusal, to re-establish command…",0.0,0.0,1.0,0.0,46
